customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
CUST101118,42,89.68,3725.97,Two year,Fiber optic,Mailed check,No,2,2,0
CUST101119,1,57.58,55.15,Month-to-month,DSL,Bank transfer,No,1,3,1
CUST101120,22,91.69,1975.39,Two year,Fiber optic,Electronic check,No,7,2,1
CUST101121,28,73.22,2038.15,One year,DSL,Electronic check,No,2,2,0
CUST101122,31,80.71,2583.49,Month-to-month,Fiber optic,Credit card,No,2,4,0
CUST101123,27,71.56,1864.03,Month-to-month,Fiber optic,Credit card,No,3,5,0
CUST101124,31,41.69,1224.08,Month-to-month,No,Credit card,Yes,0,4,0
CUST101125,22,62.71,1295.86,Two year,DSL,Credit card,No,1,3,0
CUST101126,6,103.59,597.43,Month-to-month,Fiber optic,Mailed check,Yes,1,3,1
CUST101127,13,80.95,1037.31,One year,No,Bank transfer,No,2,3,1
CUST101128,46,87.42,4214.21,Month-to-month,Fiber optic,Electronic check,No,5,1,1
CUST101129,42,69.05,2741.85,One year,DSL,Credit card,Yes,0,4,0
CUST101130,28,56.22,1458.24,Month-to-month,DSL,Bank transfer,No,1,4,0
CUST101131,33,68.32,2153.71,Two year,No,Bank transfer,Yes,2,3,0
CUST101132,39,91.78,3576.77,Month-to-month,Fiber optic,Mailed check,No,3,3,1
CUST101133,28,66.58,1946.32,One year,DSL,Electronic check,Yes,3,4,0
CUST101134,45,88.82,4028.43,One year,DSL,Credit card,No,5,3,0
CUST101135,44,88.02,3958.92,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
CUST101136,72,70.41,5071.44,Two year,No,Mailed check,Yes,0,4,0
CUST101137,13,95.01,1291.05,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
CUST101138,13,96.07,1244.44,Two year,Fiber optic,Credit card,Yes,3,2,0
CUST101139,26,64.38,1687.55,Month-to-month,DSL,Bank transfer,No,2,3,0
CUST101140,67,79.32,5568.85,One year,Fiber optic,Bank transfer,Yes,1,4,0
CUST101141,47,70.2,3274.65,Two year,No,Credit card,No,0,2,0
CUST101142,36,88.78,3038.67,Two year,Fiber optic,Bank transfer,Yes,1,3,0
CUST101143,50,96.29,5023.43,Month-to-month,Fiber optic,Bank transfer,No,5,2,1
CUST101144,29,64.71,1860.99,Month-to-month,DSL,Bank transfer,No,1,3,0
CUST101145,16,68.47,1122.91,Two year,No,Mailed check,Yes,2,3,0
CUST101146,72,59.89,4192.95,Month-to-month,DSL,Electronic check,Yes,0,3,0
CUST101147,27,89.95,2537.61,Two year,Fiber optic,Electronic check,Yes,1,3,1
CUST101148,43,97.72,4296.14,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,0
CUST101149,1,90.25,90.47,Month-to-month,DSL,Electronic check,Yes,1,3,0
CUST101150,2,56.46,115.12,One year,No,Credit card,No,2,2,1
CUST101151,23,83.57,1973.13,Month-to-month,DSL,Mailed check,Yes,2,4,0
CUST101152,9,70.35,652.82,Month-to-month,DSL,Bank transfer,No,2,3,1
CUST101153,24,85.93,2046.32,Month-to-month,Fiber optic,Electronic check,No,1,4,0
CUST101154,13,60.87,800.24,Two year,DSL,Mailed check,Yes,2,5,0
CUST101155,72,86.29,6498.12,One year,Fiber optic,Mailed check,No,1,3,0
CUST101156,41,90.92,3706.7,Two year,Fiber optic,Bank transfer,No,5,3,0
CUST101157,53,80.61,3935.1,Month-to-month,Fiber optic,Electronic check,Yes,4,4,1
CUST101158,2,71.76,132.26,Month-to-month,DSL,Mailed check,No,8,2,1
CUST101159,35,54.9,1960.27,Month-to-month,DSL,Credit card,No,3,2,1
CUST101160,17,77.39,1218.3,Month-to-month,Fiber optic,Bank transfer,No,3,3,0
CUST101161,53,60.59,3239.15,Month-to-month,No,Credit card,No,1,3,1
CUST101162,32,118.75,3936.13,Month-to-month,Fiber optic,Bank transfer,Yes,3,4,0
CUST101163,19,73.68,1390.07,Month-to-month,DSL,Bank transfer,Yes,5,3,1
CUST101164,7,69.66,463.35,One year,DSL,Mailed check,No,2,3,0
CUST101165,22,36.91,845.03,Month-to-month,No,Mailed check,Yes,2,4,0
CUST101166,45,39.13,1735.58,Month-to-month,No,Electronic check,No,2,4,0
CUST101167,56,74.67,3944.36,Month-to-month,DSL,Electronic check,No,0,3,0
CUST101168,15,58.39,852.8,Month-to-month,DSL,Bank transfer,No,2,4,0
CUST101169,72,62.39,4580.67,One year,DSL,Credit card,No,3,3,0
CUST101170,43,50.3,2151.77,Two year,No,Bank transfer,No,3,4,0
CUST101171,9,82.37,736.08,Two year,Fiber optic,Mailed check,No,1,2,0
CUST101172,7,47.26,306.11,Month-to-month,DSL,Credit card,No,2,3,1
CUST101173,18,90.94,1595.29,Month-to-month,Fiber optic,Mailed check,Yes,2,4,0
CUST101174,15,60.55,916.71,Two year,DSL,Electronic check,No,1,3,0
CUST101175,29,102.07,2788.75,Two year,Fiber optic,Electronic check,Yes,0,3,0
CUST101176,21,72.31,1590.77,Month-to-month,DSL,Credit card,No,1,3,0
CUST101177,16,51.99,768.21,Month-to-month,Fiber optic,Bank transfer,No,2,2,1
CUST101178,4,70.65,269.64,One year,Fiber optic,Bank transfer,No,1,4,0
CUST101179,33,109.17,3330.89,Two year,Fiber optic,Bank transfer,Yes,2,4,0
CUST101180,4,69.68,265.7,Month-to-month,DSL,Bank transfer,No,1,2,1
CUST101181,43,67.58,2790.76,Month-to-month,No,Mailed check,Yes,3,4,0
CUST101182,2,74.64,146.65,Two year,Fiber optic,Bank transfer,No,3,2,1
CUST101183,4,82.94,342.46,One year,Fiber optic,Electronic check,No,2,4,1
CUST101184,9,57.12,493.02,Month-to-month,DSL,Electronic check,No,4,2,1
CUST101185,14,56.18,744.23,Month-to-month,DSL,Mailed check,No,3,2,1
CUST101186,12,77.33,878.33,One year,Fiber optic,Electronic check,No,0,3,1
CUST101187,14,82.79,1079.16,One year,DSL,Credit card,Yes,1,4,0
CUST101188,25,54.7,1284.59,One year,No,Electronic check,No,2,3,1
CUST101189,9,88.6,764.35,Month-to-month,Fiber optic,Mailed check,No,3,4,1
CUST101190,25,67.23,1596.62,Month-to-month,DSL,Mailed check,No,2,4,0
CUST101191,1,86.45,80.41,One year,Fiber optic,Bank transfer,No,3,3,1
CUST101192,9,77.48,728.45,Month-to-month,No,Electronic check,Yes,0,3,0
CUST101193,4,74.05,275.5,Month-to-month,No,Credit card,Yes,2,4,0
CUST101194,43,58.05,2535.97,Month-to-month,DSL,Mailed check,No,5,3,0
CUST101195,11,43.61,457.89,Month-to-month,No,Electronic check,Yes,1,4,1
CUST101196,31,79.71,2450.87,One year,Fiber optic,Electronic check,No,2,3,1
CUST101197,3,67.36,185.95,Month-to-month,DSL,Credit card,No,1,2,0
CUST101198,55,38.38,1944.16,One year,DSL,Mailed check,No,2,3,0
CUST101199,22,64.54,1368.46,One year,No,Mailed check,No,1,2,0
CUST101200,20,54.56,1103.83,Month-to-month,DSL,Electronic check,No,2,2,1
CUST101201,4,73.36,307.05,Two year,Fiber optic,Mailed check,No,3,3,1
CUST101202,8,92.56,724.72,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
CUST101203,16,78.4,1264.93,Two year,Fiber optic,Electronic check,No,2,3,0
CUST101204,8,60.69,482.43,Month-to-month,No,Bank transfer,No,0,4,1
CUST101205,40,89.83,3744.55,Two year,Fiber optic,Credit card,No,4,4,0
CUST101206,21,85.51,1783.03,Month-to-month,DSL,Mailed check,Yes,2,3,1
CUST101207,8,99.55,761.09,One year,Fiber optic,Electronic check,Yes,3,4,0
CUST101208,36,64.63,2353.9,Month-to-month,DSL,Mailed check,Yes,0,5,0
CUST101209,15,94.21,1458.09,Month-to-month,Fiber optic,Credit card,Yes,3,3,1
CUST101210,34,65.82,2305.73,Month-to-month,DSL,Bank transfer,No,1,3,0
CUST101211,13,101.2,1347.42,Month-to-month,Fiber optic,Electronic check,No,4,3,1
CUST101212,30,105.19,2941.08,Month-to-month,Fiber optic,Bank transfer,Yes,3,5,0
CUST101213,14,90.76,1245.75,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
CUST101214,40,68.58,2676.54,One year,No,Electronic check,Yes,1,3,0
CUST101215,3,80.01,251.53,Month-to-month,DSL,Credit card,No,4,3,1
CUST101216,6,56.95,320.91,Month-to-month,DSL,Electronic check,No,2,3,1
CUST101217,18,53.85,949.55,Two year,No,Mailed check,No,1,4,0
CUST101218,11,74.07,826.99,One year,DSL,Bank transfer,No,2,2,1
CUST101219,14,86.73,1127.2,Month-to-month,DSL,Bank transfer,Yes,1,4,0
CUST101220,32,62.65,2077.11,Month-to-month,DSL,Electronic check,Yes,0,4,0
CUST101221,14,99.94,1415.81,Month-to-month,Fiber optic,Bank transfer,No,2,2,1
CUST101222,26,82.07,2000.93,One year,Fiber optic,Bank transfer,No,2,3,1
CUST101223,9,63.28,574.71,Two year,No,Credit card,Yes,1,3,0
CUST101224,2,108.41,217.42,One year,Fiber optic,Electronic check,Yes,0,3,0
CUST101225,34,73.64,2343.01,Two year,Fiber optic,Electronic check,No,5,2,0
CUST101226,63,48.97,3225.12,One year,No,Credit card,No,1,3,0
CUST101227,24,78.19,1850.27,Two year,Fiber optic,Bank transfer,No,2,3,0
CUST101228,18,57.48,1023.89,One year,DSL,Mailed check,No,2,3,0
CUST101229,22,54.96,1219.96,One year,DSL,Bank transfer,No,1,3,0
CUST101230,50,79.85,3777.25,One year,Fiber optic,Electronic check,Yes,3,3,0
CUST101231,24,86.02,2058.76,One year,Fiber optic,Credit card,No,3,3,0
CUST101232,35,94.66,3188.33,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
CUST101233,34,75.79,2665.44,Month-to-month,DSL,Credit card,Yes,0,4,0
CUST101234,42,49.07,2136.03,Month-to-month,No,Bank transfer,No,2,3,0
CUST101235,18,45.79,839.41,Month-to-month,No,Credit card,No,3,2,0
CUST101236,13,80.43,985.07,Two year,Fiber optic,Electronic check,No,4,2,1
CUST101237,30,66.2,1948.65,One year,Fiber optic,Electronic check,No,3,3,1
CUST101238,40,70.49,2946.69,Month-to-month,DSL,Mailed check,Yes,3,4,0
CUST101239,45,82.16,3575.29,Month-to-month,DSL,Credit card,Yes,0,3,0
CUST101240,54,83.93,4360.99,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
CUST101241,38,96.19,3466.63,Two year,Fiber optic,Mailed check,Yes,1,4,0
CUST101242,12,75.16,838.25,Two year,Fiber optic,Electronic check,No,1,2,1
CUST101243,24,101.3,2260.67,Month-to-month,Fiber optic,Bank transfer,No,5,4,1
CUST101244,22,73.54,1525.17,Month-to-month,DSL,Bank transfer,Yes,0,3,1
CUST101245,20,55.36,1077.89,Two year,No,Mailed check,No,3,3,0
CUST101246,30,70.64,2104.32,One year,Fiber optic,Bank transfer,No,4,2,1
CUST101247,17,83.58,1404.99,Two year,DSL,Electronic check,No,2,2,1
CUST101248,17,70.97,1176.79,Month-to-month,Fiber optic,Mailed check,Yes,2,3,0
CUST101249,66,75.91,5175.17,Month-to-month,Fiber optic,Electronic check,No,4,2,0
CUST101250,19,82.46,1609.9,One year,Fiber optic,Electronic check,Yes,0,5,0
CUST101251,42,90.75,3700.88,Month-to-month,Fiber optic,Electronic check,No,1,4,1
CUST101252,44,84.59,3670.69,Two year,Fiber optic,Credit card,No,3,3,1
CUST101253,24,57.66,1432.46,One year,DSL,Electronic check,No,2,3,1
CUST101254,17,58.99,947.02,Month-to-month,DSL,Electronic check,No,1,4,1
CUST101255,9,47.75,415.05,Month-to-month,DSL,Mailed check,No,2,2,1
CUST101256,4,84.59,337.65,One year,DSL,Mailed check,No,4,3,0
CUST101257,31,102.06,3094.4,Two year,Fiber optic,Credit card,Yes,2,3,0
CUST101258,27,88.81,2379.89,Month-to-month,Fiber optic,Credit card,No,6,2,1
CUST101259,35,79.88,2586.95,One year,Fiber optic,Bank transfer,No,3,3,0
CUST101260,13,81.35,1040.32,Month-to-month,Fiber optic,Electronic check,No,4,2,0
CUST101261,70,107.05,7827.06,Two year,Fiber optic,Electronic check,Yes,2,3,0
CUST101262,29,27.89,842.91,One year,No,Electronic check,No,2,3,0
CUST101263,18,62.35,1133.87,Month-to-month,No,Bank transfer,No,2,3,0
CUST101264,2,75.08,156.38,One year,DSL,Electronic check,Yes,0,3,0
CUST101265,15,65.18,995.71,One year,DSL,Credit card,No,4,3,1
CUST101266,36,88.61,3012.87,One year,DSL,Credit card,Yes,1,3,0
CUST101267,53,59.7,3193.67,Month-to-month,DSL,Bank transfer,No,3,2,0
CUST101268,21,38.39,845.43,One year,DSL,Mailed check,Yes,1,5,0
CUST101269,59,85.52,5071.45,Two year,Fiber optic,Credit card,Yes,0,4,0
CUST101270,9,52.1,480.53,Month-to-month,No,Electronic check,No,2,2,0
CUST101271,28,89.08,2520.02,Month-to-month,DSL,Credit card,Yes,0,4,0
CUST101272,28,92.01,2382.71,Two year,Fiber optic,Mailed check,Yes,1,3,0
CUST101273,32,91.88,2712.04,One year,DSL,Bank transfer,Yes,1,4,0
CUST101274,23,35.63,833.51,Month-to-month,DSL,Electronic check,No,2,2,1
CUST101275,27,51.86,1343.92,Two year,No,Bank transfer,No,2,3,0
CUST101276,8,100.13,786.99,Month-to-month,Fiber optic,Electronic check,No,3,3,1
CUST101277,50,70.98,3417.08,Two year,DSL,Electronic check,No,2,4,0
CUST101278,39,77.26,2849.64,Month-to-month,Fiber optic,Mailed check,Yes,4,4,0
CUST101279,26,86.49,2158.12,Month-to-month,Fiber optic,Electronic check,Yes,3,3,0
CUST101280,40,85.91,3357.2,Two year,Fiber optic,Electronic check,No,2,3,0
CUST101281,51,90.52,4422.48,One year,Fiber optic,Credit card,Yes,1,4,0
CUST101282,31,92.12,2985.65,Month-to-month,Fiber optic,Electronic check,No,5,3,1
CUST101283,72,60.25,4523.83,Two year,DSL,Bank transfer,No,3,3,0
CUST101284,33,56.22,1733.19,Two year,DSL,Electronic check,No,0,3,0
CUST101285,10,75.93,721.9,Two year,DSL,Bank transfer,Yes,1,5,0
CUST101286,25,82.77,1936.24,Month-to-month,Fiber optic,Credit card,No,3,3,1
CUST101287,41,52.61,2150.58,Month-to-month,DSL,Mailed check,No,2,2,1
CUST101288,51,63.47,3207.38,One year,DSL,Credit card,Yes,4,3,0
CUST101289,23,67.03,1444.06,Two year,DSL,Bank transfer,Yes,2,4,0
CUST101290,9,76.67,693.07,Month-to-month,DSL,Bank transfer,No,3,4,1
CUST101291,17,100.73,1654.01,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
CUST101292,6,66.36,390.6,Month-to-month,Fiber optic,Credit card,Yes,3,4,0
CUST101293,36,33.19,1211.95,Month-to-month,No,Credit card,No,1,4,0
CUST101294,15,84.75,1174.18,One year,Fiber optic,Electronic check,No,1,3,0
CUST101295,11,85.16,969.81,Month-to-month,Fiber optic,Electronic check,Yes,1,4,0
CUST101296,38,75.03,2665.02,One year,Fiber optic,Mailed check,No,7,2,0
CUST101297,58,68.11,3912.67,One year,DSL,Electronic check,Yes,3,3,0
CUST101298,11,76.47,876.96,Month-to-month,DSL,Electronic check,No,2,3,1
CUST101299,23,83.33,2000.75,Two year,DSL,Credit card,No,2,3,0
CUST101300,18,56.39,1032.78,Month-to-month,No,Credit card,No,0,4,0
CUST101301,52,81.89,4270.44,Month-to-month,Fiber optic,Mailed check,No,0,4,0
CUST101302,19,92.7,1736.37,Month-to-month,Fiber optic,Electronic check,Yes,2,2,1
CUST101303,8,60.08,452.14,Month-to-month,No,Bank transfer,No,4,2,0
CUST101304,20,51.04,1004.08,Month-to-month,DSL,Credit card,No,3,4,0
CUST101305,45,77.75,3370.89,Two year,No,Credit card,No,2,3,0
CUST101306,17,50.94,898.85,Month-to-month,DSL,Credit card,No,4,2,1
CUST101307,12,85.41,944.73,Month-to-month,Fiber optic,Bank transfer,Yes,2,2,0
CUST101308,19,51.38,974.7,Two year,No,Mailed check,No,1,4,0
CUST101309,9,87.22,807.67,Two year,Fiber optic,Electronic check,No,3,3,0
CUST101310,18,59.49,991.44,Month-to-month,DSL,Credit card,No,2,2,1
CUST101311,13,95.76,1238.68,Month-to-month,Fiber optic,Bank transfer,No,3,2,1
CUST101312,72,72.75,5188.22,Month-to-month,DSL,Credit card,No,1,3,0
CUST101313,3,72.39,201.38,Month-to-month,DSL,Bank transfer,No,1,4,1
CUST101314,10,80.7,816.39,Month-to-month,Fiber optic,Electronic check,No,3,3,0
CUST101315,12,45.75,534.71,One year,No,Electronic check,No,2,3,1
CUST101316,9,90.32,794.71,Month-to-month,Fiber optic,Credit card,Yes,0,4,0
CUST101317,28,69.15,1794.63,Month-to-month,Fiber optic,Mailed check,No,4,4,0
CUST101318,11,100.82,1076.97,One year,Fiber optic,Electronic check,Yes,1,5,0
CUST101319,5,90.4,421.78,Month-to-month,DSL,Bank transfer,Yes,1,4,1
CUST101320,22,69.35,1546.05,Month-to-month,DSL,Electronic check,No,5,2,1
CUST101321,16,76.46,1249.81,Two year,DSL,Bank transfer,No,3,4,0
CUST101322,11,75.41,780.83,Month-to-month,DSL,Bank transfer,Yes,0,3,1
CUST101323,52,81.04,3939.31,Month-to-month,DSL,Bank transfer,No,3,4,1
CUST101324,28,81.09,2374.93,Month-to-month,No,Credit card,Yes,1,3,0
CUST101325,26,61.0,1551.78,One year,No,Electronic check,No,3,3,0
CUST101326,29,102.2,3011.0,One year,Fiber optic,Credit card,Yes,3,3,0
CUST101327,28,89.85,2389.25,Month-to-month,DSL,Bank transfer,Yes,1,4,0
CUST101328,17,89.67,1434.53,Month-to-month,Fiber optic,Credit card,Yes,1,4,1
CUST101329,11,95.08,1004.16,Month-to-month,Fiber optic,Credit card,Yes,0,3,0
CUST101330,22,61.71,1380.72,Month-to-month,DSL,Electronic check,No,2,2,0
CUST101331,17,61.22,1028.98,Two year,DSL,Mailed check,No,7,3,1
CUST101332,3,75.35,232.52,Two year,DSL,Electronic check,No,1,3,0
CUST101333,8,54.33,400.48,Month-to-month,DSL,Bank transfer,No,3,3,0
CUST101334,15,47.55,707.17,Month-to-month,DSL,Electronic check,Yes,3,4,0
CUST101335,39,35.69,1357.79,One year,No,Electronic check,No,1,3,0
CUST101336,22,100.62,2083.27,Month-to-month,Fiber optic,Credit card,No,3,3,1
CUST101337,9,93.34,811.92,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
CUST101338,7,102.65,706.92,Two year,Fiber optic,Bank transfer,No,3,4,0
CUST101339,45,94.12,4108.96,Month-to-month,Fiber optic,Mailed check,Yes,0,4,0
CUST101340,17,32.41,571.89,Month-to-month,No,Credit card,No,2,2,0
CUST101341,0,116.62,108.27,Month-to-month,Fiber optic,Credit card,Yes,0,2,1
CUST101342,18,76.78,1428.62,One year,Fiber optic,Electronic check,No,4,3,1
CUST101343,33,101.69,3342.01,One year,Fiber optic,Electronic check,Yes,1,4,0
CUST101344,7,81.34,584.34,Month-to-month,Fiber optic,Credit card,No,2,3,1
CUST101345,21,71.62,1499.38,One year,DSL,Electronic check,No,2,3,0
CUST101346,23,52.48,1232.64,Month-to-month,No,Bank transfer,No,1,3,0
CUST101347,7,56.09,372.28,Two year,DSL,Bank transfer,Yes,0,5,0
CUST101348,47,109.67,4805.41,Month-to-month,Fiber optic,Mailed check,Yes,3,3,0
CUST101349,23,53.29,1225.42,Month-to-month,DSL,Electronic check,No,1,3,0
CUST101350,15,51.96,743.23,One year,No,Bank transfer,No,2,2,0
CUST101351,17,81.16,1352.93,Month-to-month,Fiber optic,Bank transfer,No,1,4,1
CUST101352,6,44.26,252.63,One year,DSL,Credit card,No,3,3,0
CUST101353,6,68.63,413.16,Month-to-month,DSL,Mailed check,Yes,2,4,0
CUST101354,14,62.1,881.83,Month-to-month,DSL,Credit card,No,3,3,0
CUST101355,14,85.5,1179.66,Month-to-month,Fiber optic,Electronic check,No,2,3,1
CUST101356,17,77.47,1274.17,Month-to-month,DSL,Electronic check,No,4,2,0
CUST101357,50,50.98,2547.59,Month-to-month,DSL,Credit card,No,1,3,0
CUST101358,32,53.71,1769.78,Month-to-month,DSL,Electronic check,No,1,4,0
CUST101359,3,112.29,323.09,Month-to-month,Fiber optic,Electronic check,No,6,2,1
CUST101360,44,81.5,3361.39,Two year,Fiber optic,Electronic check,No,2,4,0
CUST101361,14,72.86,1014.59,One year,DSL,Bank transfer,No,3,3,1
CUST101362,34,64.84,2153.54,Month-to-month,DSL,Credit card,No,2,4,0
CUST101363,15,49.98,742.7,Month-to-month,No,Credit card,No,0,3,0
CUST101364,22,69.48,1496.95,Month-to-month,DSL,Electronic check,Yes,2,3,0
CUST101365,7,91.5,639.82,Month-to-month,Fiber optic,Electronic check,No,3,3,1
CUST101366,26,58.96,1600.09,Month-to-month,DSL,Electronic check,Yes,1,3,1
CUST101367,37,71.61,2512.07,Month-to-month,DSL,Credit card,No,1,3,0
CUST101368,4,75.95,289.08,Two year,DSL,Bank transfer,No,2,3,0
CUST101369,37,65.63,2549.0,One year,DSL,Electronic check,Yes,2,4,0
CUST101370,11,106.73,1229.55,Month-to-month,Fiber optic,Electronic check,Yes,0,4,1
CUST101371,61,87.19,5212.09,Month-to-month,Fiber optic,Electronic check,No,3,3,0
CUST101372,34,90.9,3037.17,Month-to-month,Fiber optic,Bank transfer,Yes,5,2,1
CUST101373,30,75.25,2242.84,Month-to-month,Fiber optic,Mailed check,No,3,2,1
CUST101374,18,67.25,1201.22,Month-to-month,DSL,Bank transfer,Yes,2,3,1
CUST101375,72,84.63,6180.98,Month-to-month,Fiber optic,Mailed check,No,1,4,0
CUST101376,14,60.3,834.27,Month-to-month,No,Electronic check,Yes,2,2,1
CUST101377,8,97.86,795.07,Month-to-month,Fiber optic,Bank transfer,No,1,2,1
CUST101378,11,60.81,682.23,One year,DSL,Bank transfer,No,2,3,1
CUST101379,41,61.79,2444.03,Month-to-month,DSL,Electronic check,No,3,2,1
CUST101380,21,84.72,1797.03,Two year,Fiber optic,Bank transfer,No,4,2,0
CUST101381,19,66.22,1246.31,Month-to-month,DSL,Credit card,No,1,3,1
CUST101382,14,77.4,1131.68,Month-to-month,No,Bank transfer,No,1,2,0
CUST101383,18,66.85,1191.84,Month-to-month,No,Bank transfer,Yes,1,4,0
CUST101384,13,97.36,1292.83,Month-to-month,Fiber optic,Bank transfer,Yes,3,2,1
CUST101385,32,58.3,1743.85,Month-to-month,DSL,Electronic check,No,1,5,0
CUST101386,16,91.09,1462.94,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
CUST101387,12,53.22,596.94,Month-to-month,DSL,Mailed check,No,0,3,1
CUST101388,39,95.74,3760.67,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
CUST101389,8,65.28,502.6,Month-to-month,No,Bank transfer,Yes,2,3,0
CUST101390,22,68.92,1520.16,One year,DSL,Bank transfer,No,2,3,0
CUST101391,3,74.23,217.43,One year,Fiber optic,Electronic check,No,4,1,1
CUST101392,5,52.58,269.87,One year,No,Credit card,Yes,1,4,0
CUST101393,15,79.38,1114.43,Two year,DSL,Credit card,No,2,3,0
CUST101394,13,87.05,1076.87,Month-to-month,Fiber optic,Electronic check,No,1,2,1
CUST101395,13,73.25,928.58,Two year,DSL,Mailed check,Yes,2,4,0
CUST101396,35,62.85,2123.79,Month-to-month,DSL,Electronic check,No,3,2,0
CUST101397,36,85.42,2865.58,Month-to-month,Fiber optic,Credit card,No,1,3,1
CUST101398,25,96.81,2362.24,One year,Fiber optic,Bank transfer,Yes,1,3,0
CUST101399,8,89.25,710.18,Month-to-month,Fiber optic,Bank transfer,No,1,2,1
CUST101400,18,65.62,1199.28,Month-to-month,Fiber optic,Credit card,No,2,2,0
CUST101401,67,48.65,3083.1,Month-to-month,No,Bank transfer,No,1,5,1
CUST101402,72,118.75,8180.88,Month-to-month,Fiber optic,Credit card,Yes,4,2,1
CUST101403,39,83.18,3173.87,Month-to-month,DSL,Electronic check,Yes,1,4,0
CUST101404,8,57.09,470.04,One year,No,Electronic check,Yes,3,3,1
CUST101405,18,66.31,1156.42,Month-to-month,No,Mailed check,No,1,4,0
CUST101406,24,73.28,1783.93,Month-to-month,DSL,Credit card,No,0,4,0
CUST101407,21,79.25,1722.35,Month-to-month,DSL,Electronic check,No,0,3,1
CUST101408,42,50.9,2017.8,Two year,No,Mailed check,No,2,3,0
CUST101409,34,71.57,2442.07,Two year,DSL,Credit card,No,3,4,1
CUST101410,8,58.53,441.5,One year,DSL,Electronic check,No,2,3,1
CUST101411,12,85.27,1047.72,Month-to-month,Fiber optic,Bank transfer,No,1,2,1
CUST101412,39,58.77,2216.41,Month-to-month,Fiber optic,Electronic check,No,3,2,1
CUST101413,51,87.34,4457.34,Month-to-month,Fiber optic,Electronic check,No,5,4,1
CUST101414,24,108.05,2697.98,One year,Fiber optic,Electronic check,Yes,1,4,0
CUST101415,56,108.87,5806.26,Month-to-month,Fiber optic,Credit card,No,3,3,0
CUST101416,22,84.66,1867.38,One year,Fiber optic,Electronic check,No,1,4,0
CUST101417,9,73.78,657.85,Month-to-month,DSL,Mailed check,Yes,3,2,1
CUST101418,31,76.57,2387.68,Two year,Fiber optic,Bank transfer,No,4,4,0
CUST101419,72,73.82,4960.03,Month-to-month,Fiber optic,Mailed check,No,2,2,0
CUST101420,6,44.39,248.59,Month-to-month,DSL,Mailed check,No,3,4,0
CUST101421,54,80.43,4473.37,Month-to-month,Fiber optic,Mailed check,No,2,4,0
CUST101422,30,58.03,1666.67,One year,DSL,Credit card,No,3,4,1
CUST101423,11,81.86,908.07,Two year,Fiber optic,Credit card,Yes,1,3,0
CUST101424,3,61.95,187.74,Month-to-month,DSL,Electronic check,Yes,0,3,1
CUST101425,1,64.97,61.35,Two year,No,Bank transfer,Yes,1,5,1
CUST101426,13,66.1,835.53,Month-to-month,Fiber optic,Mailed check,No,1,5,0
CUST101427,27,64.92,1639.19,Month-to-month,No,Mailed check,Yes,3,3,1
CUST101428,37,63.14,2182.43,Month-to-month,No,Mailed check,No,2,4,0
CUST101429,43,72.56,3229.71,Month-to-month,No,Credit card,No,1,4,0
CUST101430,25,60.29,1513.88,Two year,No,Credit card,Yes,4,3,0
CUST101431,22,88.88,1882.09,Month-to-month,DSL,Bank transfer,Yes,4,4,1
CUST101432,15,98.56,1467.62,Month-to-month,Fiber optic,Electronic check,No,0,3,1
CUST101433,27,90.67,2449.27,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
CUST101434,11,100.67,1021.54,One year,Fiber optic,Mailed check,No,2,3,0
CUST101435,6,86.09,498.32,Two year,Fiber optic,Mailed check,Yes,1,4,0
CUST101436,21,55.81,1165.41,Two year,No,Credit card,Yes,1,3,0
CUST101437,35,103.8,3509.04,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
CUST101438,5,78.95,378.19,Month-to-month,DSL,Credit card,Yes,0,3,1
CUST101439,13,75.51,962.76,Month-to-month,No,Bank transfer,Yes,0,5,0
CUST101440,21,102.01,2174.72,Two year,Fiber optic,Bank transfer,Yes,0,4,0
CUST101441,20,96.58,1962.53,Month-to-month,Fiber optic,Electronic check,No,1,3,0
CUST101442,30,79.93,2390.89,Two year,Fiber optic,Credit card,Yes,3,4,0
CUST101443,66,95.18,6407.22,Two year,Fiber optic,Mailed check,Yes,2,4,0
CUST101444,2,61.9,116.19,One year,DSL,Electronic check,No,1,3,1
CUST101445,68,95.1,6082.5,One year,Fiber optic,Electronic check,No,1,3,0
CUST101446,64,70.03,4566.7,Month-to-month,DSL,Credit card,No,3,3,0
CUST101447,38,101.6,3689.21,Month-to-month,Fiber optic,Electronic check,No,3,4,0
CUST101448,24,74.43,1689.69,Month-to-month,DSL,Bank transfer,Yes,2,3,1
CUST101449,12,77.34,867.74,Month-to-month,Fiber optic,Bank transfer,No,1,2,1
